"machine","app","exec","args","ranks","modules","spack_env","exec_path","events","path","duration","PAPI_BR_INS","PAPI_LD_INS","PAPI_SR_INS","PAPI_TOT_INS","PAPI_L1_LDM","PAPI_L1_STM","PAPI_L2_LDM","PAPI_L2_STM","EPT","FP_ARITH:SCALAR_SINGLE","FP_ARITH:SCALAR_DOUBLE","ARITH","IO Bytes Read","IO Bytes Written","PAPI_MEM_WCY","REALTIME (sec)"
"quartz","sw4lite","sw4lite","/usr/WS1/dnicho/summer2022/repos/sw4lite/tests/topo/skinny-rev.in",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/sw4lite","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/5ce0ff96f6225b3ca857a96a5cc12b53', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/2e79ed59396debd629c8933c2c5c4ce3', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/5cc0d78a07424cde543d57a6a19a040e', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/dfb59bc2629230a29e23b85215ad0ab2']",2.5833,12698444444.444445,58417111111.11112,10598888888.888891,123267750000.0,5530472222.222222,1161000000.0,1558083333.3333333,271833333.3333333,0.0,3.305555555555556,3427822139.875,4925206347.138888,545.7777777777778,30160.388888888887,42989000000.0,148.95801900000012
"quartz","sw4lite","sw4lite","/usr/WS1/dnicho/summer2022/repos/sw4lite/tests/topo/skinny-rev.in",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/sw4lite","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/cf86ca1a9d4a28a9a9231b596a769de1', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/cbf53c6acb5d299b07ed6d68399bc484', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/c45f9180a413d34a13be92584b89e57f', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/d5fc182f36c3befd278e0a4e0f4dd354']",2.7333,127724250000.0,227803312500.0,87858625000.0,668017375000.0,5125625000.0,1330750000.0,736125000.0,570437500.0,0.0,454.46875,9950813563.0,10870380321.28125,62336.65625,2105747.25,25839937500.0,152.55764668749956
"quartz","sw4lite","sw4lite","/usr/WS1/dnicho/summer2022/repos/sw4lite/tests/topo/skinny.in",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/sw4lite","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/f3363d09dc3199cc49c30edf95953248', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/de018455a4cead1c63e3bd276faa9776', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/0bc7f24f5431ce241434d323d575b25e', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/0ca02874cf128dbb53e046c9b66bbee8']",2.5166,11347666666.666666,83199166666.66667,16324833333.333334,175265194444.44446,5148638888.888889,1587694444.4444444,1484166666.6666667,267916666.66666663,0.0,5.236111111111111,13518900870.430555,3980255699.8194437,545.75,30160.388888888887,26563888888.88889,146.7603745694446
"quartz","sw4lite","sw4lite","/usr/WS1/dnicho/summer2022/repos/sw4lite/tests/topo/skinny.in",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/sw4lite","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/1c0ab12ec05a6d86f45a55368e6f59b5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/ceebac610f56acdefd16ba73b01f0042', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/73f4325d360740adb48725b06bdae465', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/sw4lite/71394c9a975d29b06524701d9162417c']",3.3333,153032187500.0,314665437500.0,113169187500.0,887902375000.0,4828312500.0,1522375000.0,515250000.0,518062500.0,0.0,417.875,28450107278.21875,9203715229.3125,66881.375,2106015.5,22034312500.0,179.7124953437494
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 0",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b32863d5edd8bcfae5ae69cf62e85390', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/9d009b640754b1e0b759bef2ca1268c8', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/acb5410e4fe5d73844889bf21fde295f', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/07794d5af87c1474c84d181a48ac7db0']",0.05,4482142.857142857,29642857.14285714,7142857.142857143,63321428.57142858,1178571.4285714286,785714.2857142857,35714.28571428572,35714.28571428572,0.0,6.4017857142857135,16715289.92857143,13546052.669642858,938.7232142857144,19688.723214285714,1535714.2857142857,0.011943080357142857
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 0 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/28503925d01bd782096a32a920fff1bb', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/eabd0c38a72b4593d226f29c6ffc9a14', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b438e81b7865a945bb7029c3f10bceb2', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/d798aa8813517195640a19de60a1352c']",0.0666,64625000.0,165812500.0,61812500.0,476937500.0,0.0,2000000.0,0.0,0.0,0.0,969.375,60419673.125,48146727.8125,105845.65625,2107278.21875,19500000.0,0.08463503125
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 1",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/7be55285688b6294f06e6fbb3e76a276', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/51cccbda96ac871f886821ed06ac86cf', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/1278da971d138f90a4e09540c7b06437', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/3ee55617bff07fa30b1b5b2dbda41013']",0.05,8125000.0,47660714.28571428,11482142.857142854,106875000.0,1196428.5714285714,767857.1428571428,35714.28571428572,35714.28571428572,0.0,10.339285714285714,24634842.95535714,13646610.151785715,938.7142857142856,19688.714285714286,1571428.5714285714,0.015165901785714288
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 1 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/f30b5ebc62f5c4ae011e62d82986e33f', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/6945b8e1f304fd617760395e0aa82898', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/89671acfa6128fdd941eb071a90e4187', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/65ed840d02bf16ac6c0aa4b4a2b20f05']",0.0666,80750000.0,234875000.0,80062500.0,649000000.0,0.0,2000000.0,0.0,0.0,0.0,914.3125,88218908.53125,46311640.375,105845.65625,2107278.21875,17937500.0,0.100082625
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 2",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/f15d1b095a96dd82128a08e819911ecd', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b7e47759d39b159d84672339667da0c9', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/5ea8fd928969ed97bd60f3f76b049c11', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/0b38e5ed01bcdac009987d764c2e37a8']",0.0666,13839285.714285715,77250000.0,18678571.42857143,178339285.7142857,1553571.4285714286,767857.1428571428,35714.28571428572,35714.28571428572,0.0,7.5892857142857135,37787414.54464286,13571254.9375,938.7321428571428,19688.723214285714,1857142.8571428568,0.02110676785714285
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 2 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/9e7f02e55fe50ba99774e8d595beab8d', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/25aaef1bd98f5afbd83ba836fc6067b7', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/e92e1b100d4bc19ece985b59e88c0a82', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/60a7727ace4cae2ea87362570465416d']",0.0833,103812500.0,345437500.0,108062500.0,919000000.0,0.0,2000000.0,0.0,0.0,0.0,996.53125,134595129.8125,46391406.03125,105875.6875,2107279.15625,18937500.0,0.12426709375
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 3",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/6fe44e5529145df33655ac15af46514e', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b87dbba8e9e5c04cb7e62fc896046e9c', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/0cd9c218a7f25e8cabf8cef5f708710c', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b26ef030c9f5d400c4e263d2bdf87c67']",0.0833,22089285.714285716,119000000.0,28767857.14285714,279267857.14285713,1964285.7142857143,785714.2857142857,35714.28571428572,35714.28571428572,0.0,5.991071428571429,56244093.03571428,13651670.375,938.7232142857144,19688.723214285714,2000000.0,0.029509455357142857
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 3 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/9675f5c631c5883e739e44186825f55c', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/cba4aa4da0d305831a4da42aa3948cd6', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/e9a4aebb144e8aacaf96e1a3f90ecdf5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/a461b9344b889e1c336885dc577da053']",0.0666,126687500.0,479875000.0,140437500.0,1238687500.0,0.0,2000000.0,0.0,0.0,0.0,894.625,199460919.84375,47004083.25,105844.71875,2107278.1875,19375000.0,0.14988196874999998
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 4",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/ea8f9d3190fe34893aa937f8a15a317f', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/fcf98296adbfc0efc93aa94733822a5d', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/6fdfcae6ccc9f64a56b7f39d1a56bb99', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/6dadff4cb16359c90992e146a718afb4']",0.1,32642857.14285714,172589285.7142857,41732142.85714286,408750000.0,2410714.285714286,785714.2857142857,35714.28571428572,35714.28571428572,0.0,7.383928571428571,79919896.8125,13552237.651785715,938.7232142857144,19688.723214285714,2214285.714285714,0.03986300892857142
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 16 --arch sequential --legendre 4 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/e2053751dd58ea6c453d14f1b2d56c91', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/1a1522fc4cff3ca582dbbed8272e8960', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/19eb67a9d9e65a6144068eb21525d815', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/7450159fcb3be6d91f607771b459befb']",0.0666,166000000.0,672062500.0,189375000.0,1708937500.0,1875000.0,2000000.0,0.0,0.0,0.0,957.3125,282247818.09375,46426311.71875,102541.65625,2107144.59375,16937500.0,0.1907298125
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 32 --arch sequential --legendre 0",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/8169bc18361f2726f4c8901d54de04d7', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/72e0bc03e930e8b7dc65298ff1fd8c94', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/493a9065940e96240a0e8d5eda7801d2', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/eeff577c5f68ac3e8b009a8641325b76']",0.0666,10000000.0,63660714.28571428,14839285.714285715,136232142.85714287,2357142.8571428573,1553571.4285714286,107142.85714285713,53571.428571428565,0.0,3.9732142857142856,34181468.66071428,27095979.60714286,938.7232142857144,19688.723214285714,3392857.1428571427,0.023644071428571427
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 32 --arch sequential --legendre 0 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/90df64cc2c8670e663518186c8322cdc', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/02f357f731102071a4dd38523f39d1a4', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/e68f37ba2517df7c566a75f07de98b13', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/989b0e777818dc3c0471a59f305043d8']",0.0833,124875000.0,337312500.0,120187500.0,951750000.0,0.0,4000000.0,0.0,0.0,0.0,885.6875,121760474.65625,92528988.03125,105812.71875,2107277.1875,52437500.0,0.16423568749999998
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 32 --arch sequential --legendre 1",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b9f81a1de4ac9bb231055c5e8961a91c', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/ffad7234f72d96c9ad87c4a06d7a32d5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/ad16a285f19506dbe812b3c198118155', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/38467ba6edf41dcbeb190cdcd02d0d69']",0.0833,20535714.285714287,113035714.28571428,25214285.714285716,252750000.0,2446428.5714285714,1535714.2857142857,107142.85714285713,53571.428571428565,0.0,18.053571428571427,52306683.02678572,27054722.57142857,938.7232142857144,19688.73214285714,3750000.0,0.03415170535714285
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 32 --arch sequential --legendre 1 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/19d9ec5eb50d2fc0cf2a8ceca2739072', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/8ad208658494e905fb2177a5a78d63ce', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/6cf0713b9b26cdbba3c73aa9230c27ec', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/e3b857ec53c2583524bf68f51b121a86']",0.0666,151375000.0,504437500.0,153500000.0,1333250000.0,0.0,4000000.0,0.0,0.0,0.0,931.6875,185673142.375,92534314.0,105877.65625,2107279.21875,44312500.0,0.1996306875
"ruby","kripke.exe","kripke.exe","--niter 10 --pmethod bj --groups 32 --arch sequential --legendre 2",1,"intel mvapich2 hpctoolkit/2021.10 papi python/3.7.2","resource-equivalence-ruby","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-ruby/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e clx::FP_ARITH:SCALAR_SINGLE -e clx::FP_ARITH:SCALAR_DOUBLE -e clx::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/e78185c3d4195a9d447e002a603b2d2f', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/4516441fc778849fb8d95995a9e528f2', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/b36829b8ff2c05a76e0399dfb8dee92d', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/ruby/kripke.exe/016ef1db606b1392a0f81cc88962912a']",0.1166,38053571.42857143,195339285.7142857,42517857.14285714,447000000.0,3071428.571428572,1553571.4285714286,125000.0,71428.57142857142,0.0,7.5357142857142865,82454013.90178572,27127263.95535714,938.7142857142856,19688.70535714286,3982142.857142857,0.051052464285714284
